Date,Time,Temp (°C),pH,Moisture (%),N (mg/kg),P (mg/kg),K (mg/kg),COD (mg/L),CH4 (%),CO2 (%),Pressure (psi),Pathogen (CFU/ml),Flow (L/min),UV Intensity (mW/cm²),Opt Temp (°C),pH Adj,Process Time (hrs),Opt NPK,UV Time (min),Pathogen Status
2023-05-15,03:20:42,38.82,7.2,49.91,1398.77,185.41,185.33,12700.08,59.79,33.46,17.9,17.54,2.29,8.84,53.74,0.17,57.1,2:1:2,14.93,Absent
2024-10-07,09:48:31,37.06,7.2,51.35,1040.35,112.77,160.43,19358.93,51.31,38.74,11.63,98.66,2.04,8.23,42.67,0.42,51.44,4:1:1,5.98,Present
2023-03-14,09:48:35,42.03,6.68,61.95,1345.73,119.52,204.93,15574.75,63.28,38.93,27.74,49.8,2.7,13.54,44.64,0.34,14.49,3:1:1,14.9,Present
2023-02-01,13:09:59,42.33,7.01,47.43,1186.13,126.44,265.98,15408.3,52.86,28.31,16.66,25.84,4.38,6.58,51.2,-0.1,51.02,4:1:1,17.42,Present
2024-02-29,10:44:01,41.5,7.28,70.77,1461.58,116.74,265.14,19001.35,64.98,27.99,14.03,33.82,4.86,18.52,45.21,0.33,70.01,3:1:1,24.15,Absent
2023-04-23,20:36:57,41.96,7.49,44.9,923.53,117.88,195.81,12108.96,52.4,38.49,26.34,70.01,2.74,11.03,46.5,0.44,34.42,4:1:1,22.83,Absent
2025-01-09,17:12:14,36.65,6.89,71.36,1325.47,95.08,265.8,10440.18,73.22,26.25,22.33,14.98,2.04,6.28,37.55,-0.45,21.93,Optimal,27.82,Present
2025-03-09,21:21:15,38.88,7.08,48.78,1100.46,154.56,223.61,15094.02,59.08,33.5,10.09,33.49,1.98,9.11,38.91,-0.28,28.04,4:1:1,5.01,Absent
2023-02-09,13:41:53,40.47,6.75,66.74,1277.73,186.79,297.91,18091.34,58.84,36.15,24.76,29.97,1.68,16.03,42.01,-0.21,24.01,Optimal,11.69,Present
2024-06-16,02:18:30,43.59,6.78,72.34,1162.46,187.62,293.51,17925.98,56.43,34.11,11.11,33.9,3.36,5.02,43.67,-0.45,40.33,4:1:1,10.51,Present
2023-11-07,13:36:31,36.04,7.4,67.13,851.96,66.42,201.74,16361.19,72.9,38.2,24.59,96.43,2.98,11.68,42.97,0.1,16.62,Optimal,15.17,Absent
2024-07-05,03:25:14,43.62,6.92,43.62,1472.81,141.61,207.06,13435.13,51.42,29.98,27.82,66.94,3.28,8.51,43.24,0.24,16.7,3:1:1,20.2,Absent
2024-03-24,08:23:59,35.99,7.28,51.85,949.09,124.85,230.53,12859.41,68.41,38.77,19.47,81.43,2.41,14.39,43.07,-0.42,50.43,3:1:1,13.6,Present
2023-12-07,14:05:56,44.79,7.18,47.58,873.26,50.26,219.05,16387.03,52.14,29.88,24.32,99.87,4.63,18.13,54.23,-0.35,38.81,Optimal,17.71,Absent
2023-08-10,18:20:45,40.16,6.56,43.24,976.65,185.3,203.61,19068.74,62.71,33.47,27.51,96.66,2.61,9.76,53.38,-0.11,40.82,3:1:1,26.52,Absent
2023-07-13,14:39:12,44.42,6.75,60.22,1082.78,168.88,274.24,16851.07,63.86,39.64,29.35,45.74,1.53,15.99,40.84,0.29,57.94,Optimal,21.27,Present
2025-05-11,05:45:56,44.29,6.99,43.43,1323.86,88.54,172.81,18283.42,72.55,35.94,15.85,48.77,2.46,14.81,52.81,-0.06,71.71,4:1:1,10.43,Present
2024-07-30,00:14:58,41.5,7.13,71.64,1418.44,185.58,182.61,11524.39,63.03,30.44,11.54,8.94,3.99,8.94,37.19,0.45,16.61,2:1:2,18.23,Present
2024-08-31,22:48:04,44.2,7.49,62.56,889.5,83.56,275.46,15425.93,52.13,38.13,16.23,77.78,3.71,17.28,44.05,0.09,33.67,4:1:1,7.6,Absent
2023-08-18,19:14:34,43.27,6.92,64.9,893.47,58.46,167.92,15014.09,58.49,26.57,14.62,33.41,3.47,12.24,43.91,-0.1,68.55,4:1:1,20.92,Absent
2023-06-14,05:23:19,42.66,7.05,52.38,1242.01,91.34,293.88,19037.99,50.44,26.87,26.49,44.71,1.2,16.95,46.62,-0.44,52.89,3:1:1,26.62,Absent
2025-01-10,15:42:48,35.02,6.78,65.68,1052.31,126.96,203.4,12620.96,58.69,37.36,21.28,68.85,3.8,16.33,54.72,-0.4,66.37,4:1:1,12.27,Absent
2025-06-22,12:24:47,36.41,7.47,56.04,1470.71,73.38,220.12,11818.72,72.11,31.91,13.8,61.66,1.93,17.52,54.5,0.18,47.5,2:1:2,20.84,Present
2023-11-17,05:05:30,44.57,7.03,68.3,1424.51,193.21,189.21,10369.75,59.53,39.06,24.88,69.57,1.25,8.52,35.59,-0.02,28.03,4:1:1,21.85,Absent
2024-02-04,13:57:49,41.43,7.41,77.77,1403.42,193.56,198.53,11384.77,53.62,38.79,28.9,82.18,2.77,10.61,54.74,-0.37,47.01,3:1:1,18.46,Present
2024-05-01,10:12:37,41.58,7.36,41.6,1241.38,150.62,188.95,16433.81,62.48,34.96,18.1,36.45,1.76,9.93,37.03,0.14,44.41,2:1:2,15.87,Absent
2024-08-29,01:13:34,43.69,7.07,46.94,895.9,166.36,212.02,11857.39,72.73,31.96,11.65,79.25,1.52,18.78,45.92,0.39,32.88,3:1:1,16.12,Present
2023-04-13,22:00:59,37.4,7.0,63.67,996.68,73.72,248.65,11748.18,70.83,38.87,10.22,11.63,1.92,5.34,52.12,0.45,35.33,2:1:2,27.53,Absent
2023-02-24,08:32:05,41.88,6.89,70.71,1102.42,163.9,229.9,10797.78,60.7,36.29,15.14,36.61,1.5,10.32,36.8,-0.0,50.82,Optimal,17.8,Absent
2023-11-28,20:44:09,42.39,7.23,79.95,1340.39,74.97,198.47,11843.41,50.87,28.97,10.31,22.09,2.79,14.67,40.66,-0.44,54.23,2:1:2,25.44,Present
2024-08-13,14:17:14,39.26,7.09,75.06,1335.61,185.69,289.64,11613.4,69.56,29.32,18.51,48.52,1.64,14.24,54.27,0.01,31.13,4:1:1,15.95,Absent
2023-03-26,18:05:48,37.47,7.13,40.64,1062.3,129.77,218.21,10636.4,51.68,36.39,23.82,51.87,4.67,6.26,52.11,-0.16,22.64,4:1:1,5.65,Absent
2025-02-17,01:54:34,40.62,6.98,42.44,1236.88,188.87,180.11,11389.16,74.8,29.44,23.93,84.91,1.68,11.6,51.02,-0.36,49.38,Optimal,26.83,Present
2023-07-05,20:36:12,42.26,7.3,43.92,1491.38,54.92,285.92,17306.32,69.81,32.33,21.16,79.77,3.26,16.69,44.22,0.48,25.69,Optimal,27.53,Present
2024-05-05,18:14:22,41.11,7.34,57.88,1292.02,161.59,238.8,17447.28,61.54,29.83,18.58,13.22,1.48,19.75,43.03,-0.4,39.85,3:1:1,22.66,Absent
2024-04-08,09:59:17,44.05,6.81,52.16,1296.78,97.73,271.13,11949.33,67.05,37.6,29.17,9.13,3.05,6.14,45.43,0.32,34.58,2:1:2,13.82,Absent
2025-06-04,15:36:51,35.34,7.06,54.29,1167.28,101.17,159.61,12755.66,60.63,30.16,18.44,63.19,4.89,6.41,52.54,0.34,29.68,Optimal,9.07,Present
2024-11-08,02:54:07,40.88,6.71,72.35,1034.31,121.12,208.54,17646.61,67.14,38.41,15.84,23.17,1.4,7.99,37.15,0.37,50.5,4:1:1,21.64,Present
2023-03-15,04:54:50,39.74,7.14,50.88,1368.38,91.68,193.66,18149.23,52.17,37.35,12.01,99.01,1.41,10.04,38.6,0.4,53.02,4:1:1,19.79,Present
2024-04-05,20:33:56,43.92,7.11,48.08,1281.73,123.25,224.29,17750.19,67.77,30.05,15.66,71.65,1.69,11.47,51.24,0.34,69.79,4:1:1,15.76,Absent
2023-09-22,18:12:18,38.48,6.66,40.44,1224.05,142.4,234.34,10443.86,71.69,29.59,11.57,1.4,3.02,19.03,40.49,-0.29,67.7,Optimal,8.48,Absent
2023-12-05,14:38:17,39.57,7.14,65.44,1040.47,136.92,153.45,19498.08,72.26,27.94,15.93,97.92,2.79,15.49,54.56,0.23,40.05,Optimal,28.27,Present
2025-02-09,21:19:01,43.68,7.42,52.82,1101.3,57.98,236.4,11973.26,60.57,27.89,19.89,29.09,4.81,14.0,47.37,0.17,19.27,2:1:2,14.47,Present
2025-06-21,12:13:03,41.46,7.4,45.73,1346.66,173.01,166.58,19219.04,69.06,27.92,23.09,83.39,3.86,19.66,44.41,0.01,23.22,Optimal,29.24,Present
2025-05-07,17:38:52,43.99,7.07,46.42,1300.43,71.9,275.18,19695.45,52.33,38.2,21.98,84.7,4.82,16.75,38.93,-0.48,24.1,2:1:2,28.81,Absent
2023-04-17,13:42:07,35.25,7.46,74.89,1036.39,128.88,195.38,11364.22,66.88,26.69,25.99,49.81,2.4,12.35,49.57,-0.01,42.68,Optimal,24.21,Absent
2024-01-18,00:34:48,39.64,7.07,65.33,864.12,184.22,171.45,14184.1,52.77,27.18,19.67,66.27,1.52,7.76,42.65,0.16,69.43,Optimal,22.79,Absent
2023-04-10,11:02:14,42.66,6.53,51.14,1328.86,134.19,253.85,13240.57,56.53,38.95,13.08,93.61,1.86,7.0,52.02,0.41,69.57,2:1:2,8.26,Absent
2023-12-16,01:59:12,40.51,6.59,75.99,1409.29,150.82,168.26,17381.04,62.85,39.07,12.68,27.93,2.65,11.42,51.86,-0.12,61.85,4:1:1,26.37,Absent
2024-01-09,09:01:08,37.09,7.21,75.54,1084.38,96.52,227.09,12546.1,60.0,30.91,24.25,7.46,4.65,12.39,42.54,-0.33,29.17,Optimal,17.25,Present
2024-02-28,08:56:40,43.99,7.39,66.8,973.66,87.03,196.64,15327.98,73.35,29.92,27.74,43.92,4.51,15.37,46.49,0.07,52.23,4:1:1,22.64,Absent
2023-01-06,07:23:22,36.57,7.27,45.96,1163.78,144.93,282.38,18133.44,63.68,36.57,15.09,52.86,2.9,12.2,54.96,-0.42,56.92,3:1:1,27.29,Absent
2023-08-20,20:21:39,40.78,7.41,58.6,824.05,61.82,182.64,17502.57,58.99,31.13,12.57,58.09,3.32,8.4,49.73,-0.22,18.45,Optimal,24.13,Present
2023-03-03,14:42:09,42.9,6.92,43.56,1017.14,68.16,187.53,13821.37,59.42,28.33,18.05,17.95,2.94,13.54,40.15,0.23,61.77,4:1:1,15.88,Absent
2024-08-19,13:24:14,42.52,7.11,48.83,830.42,88.13,218.75,10789.05,67.41,39.37,13.49,44.81,1.4,19.68,49.46,0.18,44.92,2:1:2,23.7,Absent
2024-12-07,00:28:46,37.61,7.31,72.69,860.8,93.96,210.01,15217.47,69.49,31.11,13.96,37.99,3.61,6.56,38.08,0.09,22.29,2:1:2,18.2,Absent
2023-08-20,19:12:35,42.58,7.19,61.42,1061.28,142.44,268.81,17321.21,51.24,29.32,12.07,30.63,1.65,13.37,47.62,-0.49,71.16,Optimal,26.39,Present
2024-10-13,17:39:44,43.19,6.56,79.47,884.95,168.47,243.36,13088.49,53.33,38.49,10.18,68.41,4.96,14.05,51.28,-0.25,55.84,2:1:2,23.63,Present
2023-07-13,21:13:25,38.94,7.38,59.91,803.64,198.67,255.82,10230.72,56.25,36.36,26.83,52.9,3.01,11.68,44.53,0.31,38.43,4:1:1,27.07,Absent
2024-12-04,02:44:15,35.19,7.3,72.34,809.94,94.99,152.96,19197.09,58.7,39.05,10.99,81.34,1.47,5.84,36.55,-0.48,15.34,2:1:2,26.61,Present
2024-05-29,23:03:32,36.86,7.36,65.62,1322.68,142.61,273.27,15798.43,54.03,27.68,10.91,4.49,4.65,9.98,48.11,0.44,57.78,Optimal,13.75,Present
2025-02-08,23:42:16,41.21,6.69,54.83,864.62,76.2,240.12,14093.92,54.12,26.29,24.04,2.94,4.87,6.84,47.87,0.38,30.58,4:1:1,21.62,Present
2023-10-03,04:27:17,44.76,7.22,64.0,812.03,128.09,206.33,13709.77,64.77,37.47,22.89,91.86,2.1,19.79,36.38,-0.26,35.16,4:1:1,28.69,Absent
2024-07-31,08:45:52,39.7,7.29,71.7,991.27,197.21,252.93,10140.36,67.44,28.12,19.76,45.07,1.01,17.88,40.2,-0.46,38.82,2:1:2,5.15,Present
2024-02-24,08:37:40,41.94,6.9,57.05,1459.67,131.76,261.47,17743.77,74.19,36.45,29.36,70.68,3.36,18.32,41.02,0.42,34.24,4:1:1,8.42,Present
2025-04-28,18:23:16,39.6,7.12,44.09,1427.76,71.69,298.79,11700.05,71.28,38.51,18.67,81.13,1.45,15.9,36.99,-0.33,15.79,Optimal,10.54,Present
2024-11-16,23:33:41,36.83,7.36,69.69,1072.63,163.45,152.35,18207.44,73.47,39.19,13.17,76.53,1.4,9.4,50.84,0.19,43.17,4:1:1,15.63,Absent
2023-08-16,00:04:40,40.07,6.61,50.17,1405.12,79.21,249.2,10526.61,71.57,39.4,13.56,99.36,1.76,11.22,38.45,-0.12,56.78,2:1:2,8.78,Absent
2025-08-26,17:19:56,38.98,6.76,70.1,1280.41,66.12,209.22,13108.15,73.54,33.61,28.45,85.84,4.21,9.03,47.84,0.42,53.17,2:1:2,22.13,Present
2024-12-06,04:58:48,41.55,6.9,45.89,1425.25,109.88,160.97,13518.67,57.7,32.15,21.74,63.94,2.5,15.53,37.99,-0.38,45.79,Optimal,5.99,Absent
2024-08-13,15:11:24,39.19,6.82,64.93,1024.46,191.76,169.12,17881.34,74.61,37.44,20.77,18.39,3.17,7.43,36.6,-0.17,13.29,2:1:2,13.61,Present
2023-08-03,22:55:01,37.25,7.37,48.44,1453.13,147.99,166.9,13220.94,67.05,32.66,18.1,51.21,1.02,8.75,50.6,-0.24,51.15,Optimal,12.83,Present
2025-05-03,22:59:47,42.64,6.97,62.32,1399.4,120.66,166.32,11663.4,50.68,36.7,26.38,72.71,4.56,7.27,36.56,-0.19,31.73,Optimal,24.36,Present
2023-11-01,19:01:32,40.96,7.4,63.9,1417.15,188.0,239.83,12885.16,74.87,39.67,27.29,5.37,3.19,13.23,44.19,-0.01,32.46,4:1:1,18.27,Absent
2024-05-18,03:37:53,40.69,6.83,46.14,1180.93,178.73,194.28,14774.09,73.88,26.73,26.24,38.69,2.91,16.78,53.32,-0.17,66.97,3:1:1,10.68,Present
2024-05-09,15:09:43,37.88,6.65,72.7,1258.18,195.72,206.63,15822.95,53.73,25.19,27.77,78.29,3.03,19.21,35.57,-0.12,19.8,3:1:1,14.63,Present
2024-03-25,15:46:41,35.9,6.63,46.9,1388.96,85.09,293.9,13644.87,57.06,29.86,19.32,52.26,3.52,6.97,52.66,0.1,37.59,2:1:2,26.86,Absent
2025-02-15,02:01:20,39.48,7.15,51.55,1218.59,89.95,216.43,13710.65,57.52,27.75,19.51,25.24,1.91,14.44,46.76,0.17,56.36,4:1:1,11.72,Present
2023-08-06,02:07:39,39.23,7.47,41.08,925.9,88.91,292.65,15822.5,55.38,28.31,23.77,76.46,1.01,16.54,48.04,-0.04,43.04,2:1:2,7.77,Present
2025-04-09,19:42:48,38.66,6.54,69.39,1039.35,112.15,170.47,15294.7,59.3,34.33,11.57,49.69,1.89,13.16,49.82,0.35,15.06,2:1:2,9.89,Absent
2024-12-14,14:15:00,42.45,6.52,60.77,1384.58,68.61,273.16,11047.97,73.82,34.21,25.43,90.24,2.64,16.25,53.58,-0.19,42.17,2:1:2,6.03,Absent
2024-05-28,00:26:05,35.36,6.97,69.09,851.97,113.27,254.77,17070.75,57.76,30.83,19.17,65.35,3.49,11.51,38.8,0.15,27.08,Optimal,16.41,Absent
2025-04-24,11:48:27,35.85,6.75,50.26,1221.12,158.74,295.24,18340.73,71.89,25.93,19.67,88.04,1.36,5.74,36.38,0.29,53.25,3:1:1,24.87,Present
2023-02-18,02:52:44,44.75,6.6,54.99,901.87,61.99,299.16,15557.47,64.21,39.36,10.34,39.33,2.31,18.69,53.58,0.16,20.79,Optimal,7.29,Absent
2023-12-19,00:20:47,40.84,7.22,58.56,1091.42,168.2,220.6,17966.21,69.61,28.68,14.53,96.05,4.03,17.17,39.58,0.07,57.63,Optimal,13.3,Absent
2023-04-07,04:27:40,44.99,6.62,69.24,1484.22,132.4,262.09,19238.15,56.57,29.08,22.96,28.58,4.36,7.58,41.47,-0.19,28.96,2:1:2,25.6,Absent
2025-05-06,12:41:51,37.78,7.06,50.13,899.63,118.52,207.15,12104.69,72.6,32.35,19.09,58.74,2.49,11.36,42.07,0.26,57.47,3:1:1,8.23,Absent
2025-08-24,03:06:42,41.83,7.12,78.58,949.79,64.89,215.68,13989.15,63.73,34.26,29.78,15.54,3.21,9.4,53.37,-0.11,45.29,4:1:1,9.84,Absent
2024-04-11,06:49:17,44.42,7.47,41.94,1405.24,124.87,243.68,12878.83,61.6,27.55,19.77,67.84,2.06,15.27,41.12,-0.08,50.22,2:1:2,9.15,Present
2023-04-04,05:49:43,36.47,6.95,43.2,1384.33,145.13,192.56,14134.24,69.01,27.44,26.48,19.69,1.77,18.45,52.44,0.0,44.13,4:1:1,16.22,Present
2024-11-09,20:10:50,39.05,7.0,67.81,896.35,112.23,195.81,16277.29,62.46,31.57,27.09,41.37,4.8,18.28,48.94,0.12,12.59,4:1:1,27.12,Present
2024-10-26,19:22:48,36.9,6.99,59.69,1383.71,153.34,243.89,12775.78,69.74,32.64,13.98,69.18,4.93,19.23,43.9,-0.38,46.87,2:1:2,25.54,Absent
2023-07-23,06:47:40,39.25,7.21,73.13,979.17,130.66,155.26,15039.06,58.92,25.19,19.68,17.26,1.55,7.35,35.52,-0.36,36.57,Optimal,5.54,Absent
2025-09-07,22:04:17,35.83,6.61,60.09,1129.07,143.61,277.15,12081.69,55.36,28.05,18.76,25.14,4.53,18.2,38.36,-0.43,40.17,3:1:1,12.4,Absent
2025-05-21,18:02:05,44.27,6.55,44.85,922.2,169.15,291.1,11264.89,51.94,38.44,15.05,74.13,1.24,5.54,40.32,-0.09,60.14,2:1:2,28.0,Present
2024-09-06,05:52:20,43.27,6.87,70.23,878.9,135.72,207.25,16488.13,69.86,38.57,11.73,14.3,2.13,16.42,35.96,-0.33,49.81,2:1:2,16.44,Absent
2023-03-31,01:05:40,37.4,7.12,72.5,1489.64,51.72,154.23,19885.92,54.53,29.39,23.47,87.6,3.33,15.94,47.97,0.25,12.69,Optimal,17.23,Absent
2025-04-25,14:22:16,38.38,6.54,42.19,806.55,176.69,296.47,10003.53,50.28,38.66,14.29,21.11,3.17,17.65,54.27,-0.3,57.53,3:1:1,16.72,Absent
2024-04-22,08:36:20,42.32,7.41,70.34,1335.15,69.67,207.31,12496.8,68.94,37.55,10.84,60.23,1.82,8.37,47.15,-0.43,61.59,3:1:1,25.96,Present
2025-01-25,01:32:43,44.57,7.17,53.9,1399.26,175.37,175.01,16261.13,56.49,33.08,17.2,7.49,4.51,14.01,36.92,0.11,48.27,3:1:1,6.85,Absent
2023-06-29,21:44:29,41.39,6.68,59.0,1470.2,121.1,288.68,16187.39,54.5,37.25,29.8,87.85,2.02,16.12,45.77,0.21,69.23,2:1:2,8.14,Absent
2025-08-04,12:12:43,42.62,6.58,41.17,947.65,168.47,286.65,19656.57,54.7,26.34,19.22,92.51,1.44,13.35,39.61,-0.04,54.95,2:1:2,10.19,Present
2024-08-15,11:38:38,39.86,6.88,67.82,890.72,60.38,178.1,18034.42,50.53,28.77,22.8,51.37,1.75,14.53,49.01,-0.01,33.5,3:1:1,27.14,Present
2025-06-03,22:00:53,38.23,6.81,57.14,1441.36,168.51,169.07,12930.69,66.98,29.51,13.56,18.64,4.61,18.39,40.72,-0.47,37.02,3:1:1,8.48,Present
2025-08-08,09:15:14,37.3,6.7,53.35,837.97,191.44,285.66,16065.71,68.24,27.85,13.44,88.88,2.76,13.16,40.73,-0.02,45.6,2:1:2,15.88,Absent
2024-11-30,22:42:56,37.62,7.29,69.87,1144.45,114.83,279.3,14790.07,62.76,38.81,20.22,41.0,4.63,16.82,36.97,-0.07,23.3,2:1:2,10.96,Present
2023-05-27,16:45:46,41.8,6.99,61.24,939.09,141.63,207.12,17934.96,65.88,39.57,15.66,22.83,4.39,12.49,42.24,-0.21,21.24,4:1:1,6.45,Present
2024-05-20,05:27:44,42.17,6.7,50.48,1402.91,75.32,294.6,12860.5,70.13,38.76,28.78,97.21,3.27,5.0,36.31,0.44,15.39,4:1:1,29.38,Present
